school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,higher,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,G1.x,G2.x,G3.x
GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,father,1,2,1,no,no,no,yes,yes,yes,4,5,3,1,2,5,0,C,C,C,15,12,12
MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,mother,1,2,0,no,no,yes,no,yes,yes,4,1,3,1,2,1,0,C,C,C,15,15,15
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,2,0,no,no,yes,yes,yes,no,3,2,4,1,4,2,4,C,C,C,15,14,14
GP,F,15,R,LE3,T,3,1,other,other,reputation,no,yes,father,2,4,0,no,yes,no,no,yes,no,4,4,2,2,3,3,12,D,D,D,16,16,16
GP,F,15,U,GT3,T,1,2,at_home,services,course,no,yes,mother,1,2,0,no,no,no,no,yes,no,3,2,3,1,2,1,2,D,C,C,16,15,15
GP,F,15,U,GT3,T,4,3,services,other,reputation,yes,yes,mother,1,1,0,no,no,yes,yes,yes,no,4,5,5,1,3,1,4,D,D,D,16,17,18
GP,F,15,U,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,2,1,0,no,no,no,yes,yes,no,4,3,2,1,1,5,0,D,D,C,16,16,15
GP,F,16,U,GT3,T,2,3,services,teacher,other,yes,yes,mother,1,2,0,yes,no,no,no,yes,no,2,3,1,1,1,3,2,D,D,D,16,16,17
GP,F,16,U,GT3,T,4,3,health,other,home,yes,yes,mother,1,2,0,no,yes,no,yes,yes,no,4,3,5,1,5,2,2,D,D,D,16,16,16
GP,F,16,U,LE3,T,4,3,teacher,services,course,yes,yes,mother,3,2,0,no,yes,no,yes,yes,no,5,4,3,1,2,1,2,D,C,C,16,15,15
GP,F,17,U,GT3,T,2,4,services,services,reputation,yes,no,father,1,2,0,no,yes,no,yes,yes,no,5,4,2,2,3,5,0,D,D,D,16,17,17
GP,F,17,U,GT3,T,3,2,other,other,course,no,yes,mother,1,2,0,no,no,no,yes,yes,no,5,3,4,1,3,3,10,D,C,C,16,15,15
GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,mother,1,3,0,no,no,no,no,yes,no,4,4,5,1,3,5,16,D,C,C,16,15,15
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,father,2,3,0,no,no,no,no,yes,no,3,3,3,2,3,2,0,D,C,C,16,15,15
GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,mother,1,4,0,no,yes,no,no,yes,no,5,3,3,1,1,1,7,D,C,D,16,15,17
GP,M,15,U,GT3,A,3,4,services,other,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,no,5,4,4,1,1,1,0,D,D,D,16,18,18
GP,M,15,U,GT3,T,2,2,services,services,home,yes,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,D,C,C,16,14,15
GP,M,15,U,LE3,A,3,2,services,other,home,yes,yes,mother,1,2,0,no,yes,yes,no,yes,no,4,2,2,1,1,1,0,D,D,D,16,18,19
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,D,D,D,16,18,18
GP,M,16,U,GT3,T,3,3,services,other,home,yes,yes,father,1,3,0,no,yes,no,yes,yes,no,5,3,3,1,1,5,2,D,D,D,16,18,18
GP,M,16,U,GT3,T,4,4,services,teacher,other,yes,yes,father,1,3,0,no,yes,no,yes,yes,yes,4,4,3,1,1,4,0,D,D,D,16,17,17
GP,M,17,R,LE3,T,1,2,other,other,reputation,yes,no,mother,1,1,0,no,no,no,no,yes,no,2,2,2,3,3,5,8,D,C,C,16,12,13
GP,M,18,R,GT3,T,4,3,teacher,services,course,yes,yes,mother,1,3,0,no,no,no,no,yes,yes,5,3,2,1,2,4,9,D,C,D,16,15,16
GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,mother,1,2,0,no,no,no,yes,yes,yes,4,3,3,1,3,5,11,D,C,C,16,15,15
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,mother,1,1,0,no,yes,yes,no,yes,yes,1,4,2,2,2,1,5,D,C,D,16,15,16
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,yes,yes,mother,1,2,0,no,yes,yes,yes,yes,yes,2,3,4,1,1,1,0,D,C,C,16,15,15
GP,F,17,U,GT3,T,3,2,health,health,reputation,no,yes,father,1,4,0,no,yes,yes,yes,yes,no,5,2,2,1,2,5,0,D,D,D,17,17,18
GP,F,18,U,GT3,T,4,3,services,other,home,yes,yes,father,1,2,0,no,yes,yes,no,yes,yes,3,1,2,1,3,2,21,D,D,D,17,18,18
GP,M,15,R,GT3,T,4,3,teacher,at_home,course,yes,yes,mother,1,2,0,no,yes,no,yes,yes,yes,4,5,2,1,1,5,0,D,D,D,17,16,16
GP,M,15,U,GT3,T,4,4,services,services,reputation,yes,yes,mother,2,2,0,no,yes,no,yes,yes,no,4,3,1,1,1,5,0,D,D,D,17,16,17
GP,M,16,R,GT3,T,2,2,at_home,other,course,no,no,mother,3,1,0,no,no,no,no,yes,no,4,2,2,1,2,3,2,D,C,C,17,15,15
GP,M,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,1,1,0,no,no,no,no,yes,no,5,2,3,1,2,5,4,D,C,D,17,15,16
GP,M,18,R,LE3,A,3,4,other,other,reputation,yes,yes,mother,2,2,0,no,yes,yes,yes,yes,no,4,2,5,3,4,1,13,D,D,D,17,17,17
GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,other,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,5,0,D,D,D,17,18,18
GP,F,17,R,LE3,T,3,1,services,other,reputation,yes,no,mother,2,4,0,no,yes,yes,no,yes,no,3,1,2,1,1,3,6,D,D,D,18,18,18
GP,F,17,U,GT3,T,4,4,services,teacher,home,yes,yes,mother,2,1,1,no,yes,no,no,yes,no,4,2,4,2,3,2,24,D,D,D,18,18,18
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,yes,yes,mother,1,3,0,no,yes,yes,no,yes,no,4,3,3,1,2,2,5,D,D,D,18,18,19
GP,M,15,U,LE3,A,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,no,yes,yes,no,5,5,3,1,1,4,6,D,D,D,18,19,19
GP,M,15,U,LE3,T,4,2,teacher,other,course,yes,yes,mother,1,1,0,no,no,no,no,yes,no,3,5,2,1,1,3,10,D,D,D,18,19,19
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,yes,yes,mother,1,1,0,no,no,yes,yes,yes,no,3,5,5,2,5,4,8,D,D,D,18,18,18
GP,M,16,U,GT3,T,2,1,other,other,course,yes,yes,mother,3,1,0,no,no,no,no,yes,no,4,3,3,1,1,4,6,D,D,D,18,18,18
MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,father,2,3,0,no,no,no,no,yes,no,5,3,2,1,1,4,0,D,D,D,18,16,16
GP,M,15,U,GT3,T,4,4,services,teacher,course,yes,yes,father,1,2,0,no,yes,no,yes,yes,no,4,3,3,1,1,5,2,D,D,D,19,18,18
GP,M,16,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,4,0,no,no,no,yes,yes,no,4,2,2,1,1,2,4,D,D,D,19,19,20
MS,F,18,R,LE3,T,4,4,other,other,reputation,yes,yes,mother,2,3,0,no,no,no,no,yes,no,5,4,4,1,1,1,0,D,D,D,19,18,19
